id,name,mw,sf
HMDB48040,TG(14:1(9Z)/22:1(13Z)/18:4(6Z9Z12Z15Z)),878.7363409,C57H98O6
HMDB48105,TG(14:1(9Z)/18:3(6Z9Z12Z)/22:2(13Z16Z)),878.7363409,C57H98O6
HMDB48165,TG(14:1(9Z)/20:4(5Z8Z11Z14Z)/20:1(11Z)),878.7363409,C57H98O6
HMDB48193,TG(14:1(9Z)/22:2(13Z16Z)/18:3(6Z9Z12Z)),878.7363409,C57H98O6
HMDB48200,TG(14:1(9Z)/22:2(13Z16Z)/18:3(9Z12Z15Z)),878.7363409,C57H98O6
HMDB48209,TG(14:1(9Z)/22:4(7Z10Z13Z16Z)/18:1(11Z)),878.7363409,C57H98O6
HMDB48210,TG(14:1(9Z)/22:4(7Z10Z13Z16Z)/18:1(9Z)),878.7363409,C57H98O6
HMDB48266,TG(14:1(9Z)/18:3(9Z12Z15Z)/22:2(13Z16Z)),878.7363409,C57H98O6
HMDB48282,TG(14:1(9Z)/18:4(6Z9Z12Z15Z)/22:1(13Z)),878.7363409,C57H98O6
HMDB48303,TG(14:1(9Z)/20:4(8Z11Z14Z17Z)/20:1(11Z)),878.7363409,C57H98O6
HMDB48471,TG(16:1(9Z)/16:0/22:5(4Z7Z10Z13Z16Z)),878.7363409,C57H98O6
HMDB48476,TG(16:1(9Z)/16:0/22:5(7Z10Z13Z16Z19Z)),878.7363409,C57H98O6
HMDB48497,TG(16:1(9Z)/18:0/20:5(5Z8Z11Z14Z17Z)),878.7363409,C57H98O6
HMDB48602,TG(16:1(9Z)/16:1(9Z)/22:4(7Z10Z13Z16Z)),878.7363409,C57H98O6
HMDB48622,TG(16:1(9Z)/18:1(11Z)/20:4(5Z8Z11Z14Z)),878.7363409,C57H98O6
HMDB48628,TG(16:1(9Z)/18:1(11Z)/20:4(8Z11Z14Z17Z)),878.7363409,C57H98O6
HMDB48650,TG(16:1(9Z)/18:1(9Z)/20:4(8Z11Z14Z17Z)),878.7363409,C57H98O6
HMDB48671,TG(16:1(9Z)/20:1(11Z)/18:4(6Z9Z12Z15Z)),878.7363409,C57H98O6
HMDB48832,TG(16:1(9Z)/20:4(5Z8Z11Z14Z)/18:1(11Z)),878.7363409,C57H98O6
HMDB48833,TG(16:1(9Z)/20:4(5Z8Z11Z14Z)/18:1(9Z)),878.7363409,C57H98O6
HMDB48875,TG(16:1(9Z)/22:4(7Z10Z13Z16Z)/16:1(9Z)),878.7363409,C57H98O6
HMDB48944,TG(16:1(9Z)/18:4(6Z9Z12Z15Z)/20:1(11Z)),878.7363409,C57H98O6
HMDB48964,TG(16:1(9Z)/20:4(8Z11Z14Z17Z)/18:1(11Z)),878.7363409,C57H98O6
HMDB48965,TG(16:1(9Z)/20:4(8Z11Z14Z17Z)/18:1(9Z)),878.7363409,C57H98O6
HMDB49085,TG(18:1(11Z)/14:0/22:5(4Z7Z10Z13Z16Z)),878.7363409,C57H98O6
HMDB49090,TG(18:1(11Z)/14:0/22:5(7Z10Z13Z16Z19Z)),878.7363409,C57H98O6
HMDB49131,TG(18:1(11Z)/16:0/20:5(5Z8Z11Z14Z17Z)),878.7363409,C57H98O6
HMDB49231,TG(18:1(11Z)/14:1(9Z)/22:4(7Z10Z13Z16Z)),878.7363409,C57H98O6
HMDB49250,TG(18:1(11Z)/16:1(9Z)/20:4(5Z8Z11Z14Z)),878.7363409,C57H98O6
HMDB49256,TG(18:1(11Z)/16:1(9Z)/20:4(8Z11Z14Z17Z)),878.7363409,C57H98O6
HMDB49276,TG(18:1(11Z)/18:1(11Z)/18:4(6Z9Z12Z15Z)),878.7363409,C57H98O6
HMDB49297,TG(18:1(11Z)/18:1(9Z)/18:4(6Z9Z12Z15Z)),878.7363409,C57H98O6
HMDB49576,TG(18:1(11Z)/18:4(6Z9Z12Z15Z)/18:1(11Z)),878.7363409,C57H98O6
HMDB49577,TG(18:1(11Z)/18:4(6Z9Z12Z15Z)/18:1(9Z)),878.7363409,C57H98O6
HMDB49713,TG(18:1(9Z)/14:0/22:5(4Z7Z10Z13Z16Z)),878.7363409,C57H98O6
HMDB49718,TG(18:1(9Z)/14:0/22:5(7Z10Z13Z16Z19Z)),878.7363409,C57H98O6
HMDB49852,TG(18:1(9Z)/14:1(9Z)/22:4(7Z10Z13Z16Z)),878.7363409,C57H98O6
HMDB49870,TG(18:1(9Z)/16:1(9Z)/20:4(5Z8Z11Z14Z)),878.7363409,C57H98O6
HMDB49876,TG(18:1(9Z)/16:1(9Z)/20:4(8Z11Z14Z17Z)),878.7363409,C57H98O6
HMDB49895,TG(18:1(9Z)/18:1(11Z)/18:4(6Z9Z12Z15Z)),878.7363409,C57H98O6
HMDB49915,TG(18:1(9Z)/18:1(9Z)/18:4(6Z9Z12Z15Z)),878.7363409,C57H98O6
HMDB50181,TG(18:1(9Z)/18:4(6Z9Z12Z15Z)/18:1(9Z)),878.7363409,C57H98O6
HMDB50315,TG(20:1(11Z)/14:0/20:5(5Z8Z11Z14Z17Z)),878.7363409,C57H98O6
HMDB50441,TG(20:1(11Z)/14:1(9Z)/20:4(5Z8Z11Z14Z)),878.7363409,C57H98O6
HMDB50447,TG(20:1(11Z)/14:1(9Z)/20:4(8Z11Z14Z17Z)),878.7363409,C57H98O6
HMDB50465,TG(20:1(11Z)/16:1(9Z)/18:4(6Z9Z12Z15Z)),878.7363409,C57H98O6
HMDB50869,TG(20:3(5Z8Z11Z)/14:0/20:3(5Z8Z11Z)),878.7363409,C57H98O6
HMDB50875,TG(20:3(5Z8Z11Z)/14:0/20:3n6),878.7363409,C57H98O6
HMDB50909,TG(20:3(5Z8Z11Z)/16:0/18:3(6Z9Z12Z)),878.7363409,C57H98O6
HMDB50916,TG(20:3(5Z8Z11Z)/16:0/18:3(9Z12Z15Z)),878.7363409,C57H98O6
HMDB51538,TG(22:1(13Z)/14:1(9Z)/18:4(6Z9Z12Z15Z)),878.7363409,C57H98O6
HMDB52415,TG(18:2(9Z12Z)/15:0/20:4(5Z8Z11Z14Z)),878.7363409,C57H98O6
HMDB52421,TG(18:2(9Z12Z)/15:0/20:4(8Z11Z14Z17Z)),878.7363409,C57H98O6
HMDB52875,TG(18:3(6Z9Z12Z)/16:0/20:3n6),878.7363409,C57H98O6
HMDB52887,TG(18:3(6Z9Z12Z)/18:0/18:3(6Z9Z12Z)),878.7363409,C57H98O6
HMDB52894,TG(18:3(6Z9Z12Z)/18:0/18:3(9Z12Z15Z)),878.7363409,C57H98O6
HMDB52947,TG(18:3(6Z9Z12Z)/14:1(9Z)/22:2(13Z16Z)),878.7363409,C57H98O6
HMDB53279,TG(20:2n6/15:0/20:4(5Z8Z11Z14Z)),878.7363409,C57H98O6
HMDB53285,TG(20:2n6/15:0/20:4(8Z11Z14Z17Z)),878.7363409,C57H98O6
HMDB53653,TG(20:3n6/14:0/20:3n6),878.7363409,C57H98O6
HMDB53682,TG(20:3n6/16:0/18:3(9Z12Z15Z)),878.7363409,C57H98O6
HMDB54345,TG(22:2(13Z16Z)/14:0/18:4(6Z9Z12Z15Z)),878.7363409,C57H98O6
HMDB54414,TG(22:2(13Z16Z)/14:1(9Z)/18:3(9Z12Z15Z)),878.7363409,C57H98O6
HMDB42532,TG(14:0/18:2(9Z12Z)/22:4(7Z10Z13Z16Z)),892.7519909,C58H100O6
HMDB42592,TG(14:0/20:2n6/22:4(7Z10Z13Z16Z)),892.7519909,C58H100O6
HMDB42706,TG(14:0/22:4(7Z10Z13Z16Z)/18:2(9Z12Z)),892.7519909,C58H100O6
HMDB42708,TG(14:0/22:4(7Z10Z13Z16Z)/20:2n6),892.7519909,C58H100O6
HMDB43074,TG(15:0/18:0/22:6(4Z7Z10Z13Z16Z19Z)),892.7519909,C58H100O6
HMDB43242,TG(15:0/18:1(11Z)/22:5(4Z7Z10Z13Z16Z)),892.7519909,C58H100O6
HMDB43247,TG(15:0/18:1(11Z)/22:5(7Z10Z13Z16Z19Z)),892.7519909,C58H100O6
HMDB43271,TG(15:0/18:1(9Z)/22:5(4Z7Z10Z13Z16Z)),892.7519909,C58H100O6
HMDB43276,TG(15:0/18:1(9Z)/22:5(7Z10Z13Z16Z19Z)),892.7519909,C58H100O6
HMDB43304,TG(15:0/20:1(11Z)/20:5(5Z8Z11Z14Z17Z)),892.7519909,C58H100O6
HMDB43319,TG(15:0/20:3(5Z8Z11Z)/20:3(5Z8Z11Z)),892.7519909,C58H100O6
HMDB43325,TG(15:0/20:3(5Z8Z11Z)/20:3n6),892.7519909,C58H100O6
HMDB43493,TG(15:0/20:3n6/20:3(5Z8Z11Z)),892.7519909,C58H100O6
HMDB43499,TG(15:0/20:3n6/20:3n6),892.7519909,C58H100O6
HMDB43563,TG(15:0/22:2(13Z16Z)/18:4(6Z9Z12Z15Z)),892.7519909,C58H100O6
HMDB43606,TG(15:0/22:5(4Z7Z10Z13Z16Z)/18:1(11Z)),892.7519909,C58H100O6
HMDB43607,TG(15:0/22:5(4Z7Z10Z13Z16Z)/18:1(9Z)),892.7519909,C58H100O6
HMDB43675,TG(15:0/18:4(6Z9Z12Z15Z)/22:2(13Z16Z)),892.7519909,C58H100O6
HMDB43724,TG(15:0/20:5(5Z8Z11Z14Z17Z)/20:1(11Z)),892.7519909,C58H100O6
HMDB43751,TG(15:0/22:5(7Z10Z13Z16Z19Z)/18:1(11Z)),892.7519909,C58H100O6
HMDB43752,TG(15:0/22:5(7Z10Z13Z16Z19Z)/18:1(9Z)),892.7519909,C58H100O6
HMDB43774,TG(15:0/22:6(4Z7Z10Z13Z16Z19Z)/18:0),892.7519909,C58H100O6
HMDB44272,TG(16:0/18:2(9Z12Z)/20:4(8Z11Z14Z17Z)),892.7519909,C58H100O6
HMDB44322,TG(16:0/20:2n6/20:4(5Z8Z11Z14Z)),892.7519909,C58H100O6
HMDB44328,TG(16:0/20:2n6/20:4(8Z11Z14Z17Z)),892.7519909,C58H100O6
HMDB44374,TG(16:0/20:4(5Z8Z11Z14Z)/18:2(9Z12Z)),892.7519909,C58H100O6
HMDB44376,TG(16:0/20:4(5Z8Z11Z14Z)/20:2n6),892.7519909,C58H100O6
HMDB44542,TG(16:0/20:4(8Z11Z14Z17Z)/18:2(9Z12Z)),892.7519909,C58H100O6
HMDB44544,TG(16:0/20:4(8Z11Z14Z17Z)/20:2n6),892.7519909,C58H100O6
HMDB44720,TG(18:0/15:0/22:6(4Z7Z10Z13Z16Z19Z)),892.7519909,C58H100O6
HMDB45094,TG(18:0/18:2(9Z12Z)/18:4(6Z9Z12Z15Z)),892.7519909,C58H100O6
HMDB45148,TG(18:0/20:2n6/18:4(6Z9Z12Z15Z)),892.7519909,C58H100O6
HMDB45328,TG(18:0/18:4(6Z9Z12Z15Z)/18:2(9Z12Z)),892.7519909,C58H100O6
HMDB45330,TG(18:0/18:4(6Z9Z12Z15Z)/20:2n6),892.7519909,C58H100O6
HMDB48684,TG(16:1(9Z)/20:3(5Z8Z11Z)/18:2(9Z12Z)),892.7519909,C58H100O6
HMDB48686,TG(16:1(9Z)/20:3(5Z8Z11Z)/20:2n6),892.7519909,C58H100O6
HMDB48747,TG(16:1(9Z)/18:2(9Z12Z)/20:3(5Z8Z11Z)),892.7519909,C58H100O6
HMDB48753,TG(16:1(9Z)/18:2(9Z12Z)/20:3n6),892.7519909,C58H100O6
HMDB48791,TG(16:1(9Z)/20:2n6/20:3(5Z8Z11Z)),892.7519909,C58H100O6
HMDB48797,TG(16:1(9Z)/20:2n6/20:3n6),892.7519909,C58H100O6
HMDB48816,TG(16:1(9Z)/20:3n6/18:2(9Z12Z)),892.7519909,C58H100O6
HMDB48818,TG(16:1(9Z)/20:3n6/20:2n6),892.7519909,C58H100O6
HMDB49106,TG(18:1(11Z)/15:0/22:5(4Z7Z10Z13Z16Z)),892.7519909,C58H100O6
HMDB49111,TG(18:1(11Z)/15:0/22:5(7Z10Z13Z16Z19Z)),892.7519909,C58H100O6
HMDB49394,TG(18:1(11Z)/18:2(9Z12Z)/18:3(6Z9Z12Z)),892.7519909,C58H100O6
HMDB49401,TG(18:1(11Z)/18:2(9Z12Z)/18:3(9Z12Z15Z)),892.7519909,C58H100O6
HMDB49414,TG(18:1(11Z)/18:3(6Z9Z12Z)/18:2(9Z12Z)),892.7519909,C58H100O6
HMDB49416,TG(18:1(11Z)/18:3(6Z9Z12Z)/20:2n6),892.7519909,C58H100O6
HMDB49436,TG(18:1(11Z)/20:2n6/18:3(6Z9Z12Z)),892.7519909,C58H100O6
HMDB49443,TG(18:1(11Z)/20:2n6/18:3(9Z12Z15Z)),892.7519909,C58H100O6
HMDB49561,TG(18:1(11Z)/18:3(9Z12Z15Z)/18:2(9Z12Z)),892.7519909,C58H100O6
HMDB49563,TG(18:1(11Z)/18:3(9Z12Z15Z)/20:2n6),892.7519909,C58H100O6
HMDB49733,TG(18:1(9Z)/15:0/22:5(4Z7Z10Z13Z16Z)),892.7519909,C58H100O6
HMDB49738,TG(18:1(9Z)/15:0/22:5(7Z10Z13Z16Z19Z)),892.7519909,C58H100O6
HMDB50007,TG(18:1(9Z)/18:2(9Z12Z)/18:3(6Z9Z12Z)),892.7519909,C58H100O6
HMDB50014,TG(18:1(9Z)/18:2(9Z12Z)/18:3(9Z12Z15Z)),892.7519909,C58H100O6
HMDB50026,TG(18:1(9Z)/18:3(6Z9Z12Z)/18:2(9Z12Z)),892.7519909,C58H100O6
HMDB50028,TG(18:1(9Z)/18:3(6Z9Z12Z)/20:2n6),892.7519909,C58H100O6
HMDB50047,TG(18:1(9Z)/20:2n6/18:3(6Z9Z12Z)),892.7519909,C58H100O6
HMDB50054,TG(18:1(9Z)/20:2n6/18:3(9Z12Z15Z)),892.7519909,C58H100O6
HMDB50166,TG(18:1(9Z)/18:3(9Z12Z15Z)/18:2(9Z12Z)),892.7519909,C58H100O6
HMDB50168,TG(18:1(9Z)/18:3(9Z12Z15Z)/20:2n6),892.7519909,C58H100O6
HMDB50334,TG(20:1(11Z)/15:0/20:5(5Z8Z11Z14Z17Z)),892.7519909,C58H100O6
HMDB50887,TG(20:3(5Z8Z11Z)/15:0/20:3(5Z8Z11Z)),892.7519909,C58H100O6
HMDB50893,TG(20:3(5Z8Z11Z)/15:0/20:3n6),892.7519909,C58H100O6
HMDB51016,TG(20:3(5Z8Z11Z)/16:1(9Z)/18:2(9Z12Z)),892.7519909,C58H100O6
HMDB51018,TG(20:3(5Z8Z11Z)/16:1(9Z)/20:2n6),892.7519909,C58H100O6
HMDB52402,TG(18:2(9Z12Z)/14:0/22:4(7Z10Z13Z16Z)),892.7519909,C58H100O6
HMDB52430,TG(18:2(9Z12Z)/16:0/20:4(5Z8Z11Z14Z)),892.7519909,C58H100O6
HMDB52436,TG(18:2(9Z12Z)/16:0/20:4(8Z11Z14Z17Z)),892.7519909,C58H100O6
HMDB52450,TG(18:2(9Z12Z)/18:0/18:4(6Z9Z12Z15Z)),892.7519909,C58H100O6
HMDB52519,TG(18:2(9Z12Z)/16:1(9Z)/20:3n6),892.7519909,C58H100O6
HMDB52532,TG(18:2(9Z12Z)/18:1(11Z)/18:3(6Z9Z12Z)),892.7519909,C58H100O6
HMDB52539,TG(18:2(9Z12Z)/18:1(11Z)/18:3(9Z12Z15Z)),892.7519909,C58H100O6
HMDB52972,TG(18:3(6Z9Z12Z)/18:1(11Z)/20:2n6),892.7519909,C58H100O6
HMDB52986,TG(18:3(6Z9Z12Z)/18:1(9Z)/20:2n6),892.7519909,C58H100O6
HMDB53268,TG(20:2n6/14:0/22:4(7Z10Z13Z16Z)),892.7519909,C58H100O6
HMDB53292,TG(20:2n6/16:0/20:4(5Z8Z11Z14Z)),892.7519909,C58H100O6
HMDB53298,TG(20:2n6/16:0/20:4(8Z11Z14Z17Z)),892.7519909,C58H100O6
HMDB53310,TG(20:2n6/18:0/18:4(6Z9Z12Z15Z)),892.7519909,C58H100O6
HMDB53369,TG(20:2n6/16:1(9Z)/20:3n6),892.7519909,C58H100O6
HMDB53387,TG(20:2n6/18:1(11Z)/18:3(9Z12Z15Z)),892.7519909,C58H100O6
HMDB53400,TG(20:2n6/18:1(9Z)/18:3(9Z12Z15Z)),892.7519909,C58H100O6
HMDB53665,TG(20:3n6/15:0/20:3n6),892.7519909,C58H100O6
HMDB54355,TG(22:2(13Z16Z)/15:0/18:4(6Z9Z12Z15Z)),892.7519909,C58H100O6
HMDB43800,TG(15:0/22:6(4Z7Z10Z13Z16Z19Z)/o-18:0),878.7727264,C58H102O5
HMDB43828,TG(15:0/o-18:0/22:6(4Z7Z10Z13Z16Z19Z)),878.7727264,C58H102O5
HMDB52770,TG(18:2(9Z12Z)/18:4(6Z9Z12Z15Z)/o-18:0),878.7727264,C58H102O5
HMDB52840,TG(18:2(9Z12Z)/o-18:0/18:4(6Z9Z12Z15Z)),878.7727264,C58H102O5
HMDB53588,TG(20:2n6/18:4(6Z9Z12Z15Z)/o-18:0),878.7727264,C58H102O5
HMDB53648,TG(20:2n6/o-18:0/18:4(6Z9Z12Z15Z)),878.7727264,C58H102O5
HMDB55452,TG(18:4(6Z9Z12Z15Z)/18:2(9Z12Z)/o-18:0),878.7727264,C58H102O5
HMDB55464,TG(18:4(6Z9Z12Z15Z)/20:2n6/o-18:0),878.7727264,C58H102O5
HMDB55896,TG(22:6(4Z7Z10Z13Z16Z19Z)/15:0/o-18:0),878.7727264,C58H102O5
HMDB43068,TG(15:0/18:0/22:5(4Z7Z10Z13Z16Z)),894.767641,C58H102O6
HMDB43073,TG(15:0/18:0/22:5(7Z10Z13Z16Z19Z)),894.767641,C58H102O6
HMDB43101,TG(15:0/20:0/20:5(5Z8Z11Z14Z17Z)),894.767641,C58H102O6
HMDB43241,TG(15:0/18:1(11Z)/22:4(7Z10Z13Z16Z)),894.767641,C58H102O6
HMDB43270,TG(15:0/18:1(9Z)/22:4(7Z10Z13Z16Z)),894.767641,C58H102O6
HMDB43297,TG(15:0/20:1(11Z)/20:4(5Z8Z11Z14Z)),894.767641,C58H102O6
HMDB43303,TG(15:0/20:1(11Z)/20:4(8Z11Z14Z17Z)),894.767641,C58H102O6
HMDB43360,TG(15:0/22:1(13Z)/18:4(6Z9Z12Z15Z)),894.767641,C58H102O6
HMDB43443,TG(15:0/18:3(6Z9Z12Z)/22:2(13Z16Z)),894.767641,C58H102O6
HMDB43521,TG(15:0/20:4(5Z8Z11Z14Z)/20:1(11Z)),894.767641,C58H102O6
HMDB43555,TG(15:0/22:2(13Z16Z)/18:3(6Z9Z12Z)),894.767641,C58H102O6
HMDB43562,TG(15:0/22:2(13Z16Z)/18:3(9Z12Z15Z)),894.767641,C58H102O6
HMDB43577,TG(15:0/22:4(7Z10Z13Z16Z)/18:1(11Z)),894.767641,C58H102O6
HMDB43578,TG(15:0/22:4(7Z10Z13Z16Z)/18:1(9Z)),894.767641,C58H102O6
HMDB43600,TG(15:0/22:5(4Z7Z10Z13Z16Z)/18:0),894.767641,C58H102O6
HMDB43646,TG(15:0/18:3(9Z12Z15Z)/22:2(13Z16Z)),894.767641,C58H102O6
HMDB43668,TG(15:0/18:4(6Z9Z12Z15Z)/22:1(13Z)),894.767641,C58H102O6
HMDB43695,TG(15:0/20:4(8Z11Z14Z17Z)/20:1(11Z)),894.767641,C58H102O6
HMDB43717,TG(15:0/20:5(5Z8Z11Z14Z17Z)/20:0),894.767641,C58H102O6
HMDB43745,TG(15:0/22:5(7Z10Z13Z16Z19Z)/18:0),894.767641,C58H102O6
HMDB44178,TG(16:0/20:3(5Z8Z11Z)/18:2(9Z12Z)),894.767641,C58H102O6
HMDB44180,TG(16:0/20:3(5Z8Z11Z)/20:2n6),894.767641,C58H102O6
HMDB44259,TG(16:0/18:2(9Z12Z)/20:3(5Z8Z11Z)),894.767641,C58H102O6
HMDB44265,TG(16:0/18:2(9Z12Z)/20:3n6),894.767641,C58H102O6
HMDB44315,TG(16:0/20:2n6/20:3(5Z8Z11Z)),894.767641,C58H102O6
HMDB44321,TG(16:0/20:2n6/20:3n6),894.767641,C58H102O6
HMDB44346,TG(16:0/20:3n6/18:2(9Z12Z)),894.767641,C58H102O6
HMDB44348,TG(16:0/20:3n6/20:2n6),894.767641,C58H102O6
HMDB44714,TG(18:0/15:0/22:5(4Z7Z10Z13Z16Z)),894.767641,C58H102O6
HMDB44719,TG(18:0/15:0/22:5(7Z10Z13Z16Z19Z)),894.767641,C58H102O6
HMDB45086,TG(18:0/18:2(9Z12Z)/18:3(6Z9Z12Z)),894.767641,C58H102O6
HMDB45093,TG(18:0/18:2(9Z12Z)/18:3(9Z12Z15Z)),894.767641,C58H102O6
HMDB45112,TG(18:0/18:3(6Z9Z12Z)/18:2(9Z12Z)),894.767641,C58H102O6
HMDB45114,TG(18:0/18:3(6Z9Z12Z)/20:2n6),894.767641,C58H102O6
HMDB45140,TG(18:0/20:2n6/18:3(6Z9Z12Z)),894.767641,C58H102O6
HMDB45147,TG(18:0/20:2n6/18:3(9Z12Z15Z)),894.767641,C58H102O6
HMDB45301,TG(18:0/18:3(9Z12Z15Z)/18:2(9Z12Z)),894.767641,C58H102O6
HMDB45303,TG(18:0/18:3(9Z12Z15Z)/20:2n6),894.767641,C58H102O6
HMDB45525,TG(20:0/15:0/20:5(5Z8Z11Z14Z17Z)),894.767641,C58H102O6
HMDB48082,TG(14:1(9Z)/18:2(9Z12Z)/22:2(13Z16Z)),894.767641,C58H102O6
HMDB48128,TG(14:1(9Z)/20:2n6/22:2(13Z16Z)),894.767641,C58H102O6
HMDB48192,TG(14:1(9Z)/22:2(13Z16Z)/18:2(9Z12Z)),894.767641,C58H102O6
HMDB48194,TG(14:1(9Z)/22:2(13Z16Z)/20:2n6),894.767641,C58H102O6
HMDB49105,TG(18:1(11Z)/15:0/22:4(7Z10Z13Z16Z)),894.767641,C58H102O6
HMDB49732,TG(18:1(9Z)/15:0/22:4(7Z10Z13Z16Z)),894.767641,C58H102O6
HMDB50327,TG(20:1(11Z)/15:0/20:4(5Z8Z11Z14Z)),894.767641,C58H102O6
HMDB50333,TG(20:1(11Z)/15:0/20:4(8Z11Z14Z17Z)),894.767641,C58H102O6
HMDB50908,TG(20:3(5Z8Z11Z)/16:0/18:2(9Z12Z)),894.767641,C58H102O6
HMDB50910,TG(20:3(5Z8Z11Z)/16:0/20:2n6),894.767641,C58H102O6
HMDB51436,TG(22:1(13Z)/15:0/18:4(6Z9Z12Z15Z)),894.767641,C58H102O6
HMDB52429,TG(18:2(9Z12Z)/16:0/20:3n6),894.767641,C58H102O6
HMDB52442,TG(18:2(9Z12Z)/18:0/18:3(6Z9Z12Z)),894.767641,C58H102O6
HMDB52506,TG(18:2(9Z12Z)/14:1(9Z)/22:2(13Z16Z)),894.767641,C58H102O6
HMDB52863,TG(18:3(6Z9Z12Z)/15:0/22:2(13Z16Z)),894.767641,C58H102O6
HMDB52888,TG(18:3(6Z9Z12Z)/18:0/20:2n6),894.767641,C58H102O6
HMDB53291,TG(20:2n6/16:0/20:3n6),894.767641,C58H102O6
HMDB53309,TG(20:2n6/18:0/18:3(9Z12Z15Z)),894.767641,C58H102O6
HMDB53358,TG(20:2n6/14:1(9Z)/22:2(13Z16Z)),894.767641,C58H102O6
HMDB54354,TG(22:2(13Z16Z)/15:0/18:3(9Z12Z15Z)),894.767641,C58H102O6
HMDB04843,Ganglioside GM3 (d18:1/9Z-18:1),1164.713158,C58H104N2O21
HMDB43626,TG(15:0/22:5(4Z7Z10Z13Z16Z)/o-18:0),880.7883764,C58H104O5
HMDB43771,TG(15:0/22:5(7Z10Z13Z16Z19Z)/o-18:0),880.7883764,C58H104O5
HMDB43822,TG(15:0/o-18:0/22:5(4Z7Z10Z13Z16Z)),880.7883764,C58H104O5
HMDB43827,TG(15:0/o-18:0/22:5(7Z10Z13Z16Z19Z)),880.7883764,C58H104O5
HMDB52650,TG(18:2(9Z12Z)/18:3(6Z9Z12Z)/o-18:0),880.7883764,C58H104O5
HMDB52755,TG(18:2(9Z12Z)/18:3(9Z12Z15Z)/o-18:0),880.7883764,C58H104O5
HMDB52832,TG(18:2(9Z12Z)/o-18:0/18:3(6Z9Z12Z)),880.7883764,C58H104O5
HMDB52839,TG(18:2(9Z12Z)/o-18:0/18:3(9Z12Z15Z)),880.7883764,C58H104O5
HMDB53068,TG(18:3(6Z9Z12Z)/18:2(9Z12Z)/o-18:0),880.7883764,C58H104O5
HMDB53096,TG(18:3(6Z9Z12Z)/20:2n6/o-18:0),880.7883764,C58H104O5
HMDB53252,TG(18:3(6Z9Z12Z)/o-18:0/20:2n6),880.7883764,C58H104O5
HMDB53484,TG(20:2n6/18:3(6Z9Z12Z)/o-18:0),880.7883764,C58H104O5
HMDB53575,TG(20:2n6/18:3(9Z12Z15Z)/o-18:0),880.7883764,C58H104O5
HMDB53647,TG(20:2n6/o-18:0/18:3(9Z12Z15Z)),880.7883764,C58H104O5
HMDB54924,TG(22:5(4Z7Z10Z13Z16Z)/15:0/o-18:0),880.7883764,C58H104O5
HMDB55259,TG(18:3(9Z12Z15Z)/18:2(9Z12Z)/o-18:0),880.7883764,C58H104O5
HMDB55273,TG(18:3(9Z12Z15Z)/20:2n6/o-18:0),880.7883764,C58H104O5
HMDB55809,TG(22:5(7Z10Z13Z16Z19Z)/15:0/o-18:0),880.7883764,C58H104O5
HMDB42531,TG(14:0/18:2(9Z12Z)/22:2(13Z16Z)),896.7832911,C58H104O6
HMDB42591,TG(14:0/20:2n6/22:2(13Z16Z)),896.7832911,C58H104O6
HMDB42676,TG(14:0/22:2(13Z16Z)/18:2(9Z12Z)),896.7832911,C58H104O6
HMDB42678,TG(14:0/22:2(13Z16Z)/20:2n6),896.7832911,C58H104O6
HMDB43067,TG(15:0/18:0/22:4(7Z10Z13Z16Z)),896.7832911,C58H104O6
HMDB43094,TG(15:0/20:0/20:4(5Z8Z11Z14Z)),896.7832911,C58H104O6
HMDB43100,TG(15:0/20:0/20:4(8Z11Z14Z17Z)),896.7832911,C58H104O6
HMDB43128,TG(15:0/22:0/18:4(6Z9Z12Z15Z)),896.7832911,C58H104O6
HMDB43290,TG(15:0/20:1(11Z)/20:3(5Z8Z11Z)),896.7832911,C58H104O6
HMDB43296,TG(15:0/20:1(11Z)/20:3n6),896.7832911,C58H104O6
HMDB43318,TG(15:0/20:3(5Z8Z11Z)/20:1(11Z)),896.7832911,C58H104O6
HMDB43352,TG(15:0/22:1(13Z)/18:3(6Z9Z12Z)),896.7832911,C58H104O6
HMDB43359,TG(15:0/22:1(13Z)/18:3(9Z12Z15Z)),896.7832911,C58H104O6
HMDB43436,TG(15:0/18:3(6Z9Z12Z)/22:1(13Z)),896.7832911,C58H104O6
HMDB43492,TG(15:0/20:3n6/20:1(11Z)),896.7832911,C58H104O6
HMDB43514,TG(15:0/20:4(5Z8Z11Z14Z)/20:0),896.7832911,C58H104O6
HMDB43571,TG(15:0/22:4(7Z10Z13Z16Z)/18:0),896.7832911,C58H104O6
HMDB43639,TG(15:0/18:3(9Z12Z15Z)/22:1(13Z)),896.7832911,C58H104O6
HMDB43660,TG(15:0/18:4(6Z9Z12Z15Z)/22:0),896.7832911,C58H104O6
HMDB43688,TG(15:0/20:4(8Z11Z14Z17Z)/20:0),896.7832911,C58H104O6
HMDB44713,TG(18:0/15:0/22:4(7Z10Z13Z16Z)),896.7832911,C58H104O6
HMDB45518,TG(20:0/15:0/20:4(5Z8Z11Z14Z)),896.7832911,C58H104O6
HMDB45524,TG(20:0/15:0/20:4(8Z11Z14Z17Z)),896.7832911,C58H104O6
HMDB46300,TG(22:0/15:0/18:4(6Z9Z12Z15Z)),896.7832911,C58H104O6
HMDB48031,TG(14:1(9Z)/22:1(13Z)/18:2(9Z12Z)),896.7832911,C58H104O6
HMDB48033,TG(14:1(9Z)/22:1(13Z)/20:2n6),896.7832911,C58H104O6
